3.173860055016011761e-01 1.839457010478791066e-01 1.020780150142545972e+00 3.649138526791171344e-01
6.564642623155108048e-01 2.936450542719096224e-01 1.084122609807294024e+00 1.981042138928929275e-01
8.701440132058460009e-01 8.047552667046439234e-01 1.194466092869801654e+00 2.037260757947838286e-01
8.693787707916577068e-01 1.250925644466155617e+00 1.201635426908662874e+00 2.037260757947838286e-01
6.843293470592928252e-01 1.574220746598499865e+00 1.007751278403824280e+00 6.659053555428833260e-01
6.676208306346980148e-01 1.720588676758015856e+00 1.137410425040985773e+00 7.199303231614202492e-01
7.921359318188191390e-01 1.678367199903433082e+00 1.334753378761820430e+00 8.982140485233666150e-01
1.026722667114426057e+00 1.599506325923452321e+00 1.555588826053411200e+00 9.204235392061625998e-01
1.200776302394887640e+00 1.653552338568152758e+00 1.765073329278189052e+00 1.111327092376049874e+00
1.200776302394887640e+00 1.817604956435647345e+00 1.697258851038166316e+00 1.064372502178472901e+00
1.197742433066202539e+00 2.159926042001387714e+00 1.772639949313529195e+00 8.298134959523483234e-01
1.354887573640457088e+00 2.169470430473786848e+00 1.974945688837016267e+00 5.250263627301606784e-01
1.469050510695536049e+00 2.291176945960600619e+00 1.881982444364123541e+00 5.921570527287274288e-01
1.871731033332995064e+00 2.250075016665286753e+00 1.532996672829182838e+00 9.508993978471224073e-01
1.805935210363200483e+00 2.443064992716529105e+00 1.210545031227003632e+00 9.931088499782029233e-01
1.943081417101265584e+00 2.314521458449383395e+00 1.294235263058861829e+00 1.020328720675142131e+00
1.978288565964787082e+00 1.970225974458154727e+00 1.586179720196781773e+00 6.812861816561442962e-01
2.139739765796536908e+00 1.653952336353514019e+00 1.667517679351730786e+00 7.292402065534902000e-01
1.971800113825479261e+00 1.670110349718297416e+00 1.554444376047008580e+00 7.217203202015085584e-01
1.632280965647997517e+00 1.966072131164890990e+00 1.289280116277013555e+00 1.073050199311858854e+00
1.390798308875473621e+00 1.967058730016736812e+00 1.149861135886600438e+00 1.431931842864615279e+00
1.457195168003976971e+00 1.941624546443680543e+00 1.237724430964241451e+00 1.468009660027570051e+00
1.774285554515301566e+00 1.539360786201341869e+00 1.540311084302506739e+00 1.395940553998597178e+00
1.717685968483162684e+00 1.529087583423743402e+00 1.872788017952591311e+00 9.744127874640909903e-01
1.709500323914925346e+00 1.501417693836478939e+00 1.933709923991720148e+00 8.350898487550886262e-01
1.289767105182371143e+00 1.840254186330708919e+00 1.771782718752878738e+00 5.750590239241925028e-01
1.339919301700415843e+00 2.158564815776226720e+00 1.386569541319497167e+00 5.527008650976876769e-01
1.358998010336071260e+00 2.158564815776226720e+00 1.188722289922246711e+00 5.853085350204242365e-01
1.358998010336071260e+00 2.072325490105219270e+00 9.496420924855882850e-01 8.539438264972409875e-01
1.711487539096844257e+00 1.608049077944234018e+00 8.744900178980988814e-01 9.187621857036544215e-01
1.682996049825066232e+00 1.459729489056568408e+00 8.984583316208393233e-01 8.779274681910121947e-01
1.536062479518711221e+00 1.175998824207985072e+00 1.127572147670701019e+00 5.693842460656249882e-01
1.153264648662207348e+00 1.190174646472742737e+00 1.220265878214362720e+00 4.182373396610756799e-01
9.624693556686397811e-01 1.203706252586554948e+00 1.158874896326174797e+00 5.374895964215534727e-01
7.282480417467416256e-01 1.456670645734721603e+00 8.351302336572203888e-01 6.606704369109140940e-01
7.723039226716147398e-01 1.423426448465753280e+00 6.096568755888543967e-01 6.666113625319534108e-01
7.779178815459981688e-01 1.460796869815632393e+00 5.239605203632371477e-01 8.591838218000510397e-01
8.598531005089045109e-01 1.346350622163333233e+00 6.714115750774108937e-01 8.591838218000510397e-01
1.114198365149190906e+00 9.756724892209294175e-01 7.023416476893380445e-01 9.087081003675658852e-01
1.111054837777352144e+00 8.635616451572702967e-01 7.480543150548365494e-01 1.011982598549930445e+00
1.111054837777352144e+00 9.744147164227240365e-01 8.969241951097817189e-01 9.362941766687343792e-01
7.673459815757559532e-01 1.084197444162377844e+00 8.997218521285875736e-01 1.177573421969910550e+00
4.456879501292685397e-01 1.267516759473781063e+00 9.658383389231034455e-01 1.448641757062470115e+00
5.430144482347741830e-01 1.304659841621953698e+00 1.019363547636922940e+00 1.718847496684501097e+00
7.899914769456927166e-01 1.375640786138929039e+00 9.928582577340764326e-01 1.969119449628576435e+00
7.499582569214816585e-01 1.421235177428886942e+00 1.201988533964608141e+00 2.312352341987796489e+00
7.602786780255464949e-01 1.489905461062300596e+00 1.554027049170504826e+00 2.670132823277996614e+00
9.286482943786804611e-01 1.415735300813560471e+00 1.823770530563608050e+00 3.088560233917398978e+00
9.352094984622031371e-01 1.603082248567052170e+00 2.127709352044089730e+00 3.088560233917398978e+00
9.851973733389652876e-01 1.894948928729147442e+00 2.127709352044089730e+00 2.931064351062252271e+00
9.649637426368551374e-01 2.172332137769448224e+00 2.598198666327611761e+00 2.351601659692220458e+00
1.204309741552666013e+00 2.464628440312100377e+00 2.652269918055317088e+00 1.897360776900323343e+00
1.567955558287057016e+00 2.823672085142783228e+00 2.484077669041458325e+00 1.471497378439623693e+00
1.793412787757132643e+00 3.253294822174196188e+00 1.970572173016682083e+00 9.951955413633081227e-01
2.101839281788043579e+00 3.248883467232557720e+00 1.641275905506997201e+00 6.628940434736816378e-01
2.512158029730660935e+00 3.035996745083843429e+00 1.106765453905666829e+00 5.513207686760952519e-01
2.931304877535698239e+00 2.499652021041327110e+00 7.067164056387928994e-01 2.868997826723606037e-01
2.883026530635466766e+00 2.095713561650724976e+00 6.225833555095137140e-01 6.532093287973933515e-01
2.674561997181928330e+00 1.544389969091422898e+00 3.753037717789552974e-01 4.343864008124350140e-01
2.160406399943869626e+00 1.112193791459308079e+00 5.075406452421300507e-01 8.396978203567138088e-01
1.734237970466552037e+00 8.547589794814915987e-01 4.349577838336871061e-01 1.127394258148241679e+00
1.218093072566861501e+00 4.541495720664430191e-01 8.469062672166437489e-01 1.078386640602019941e+00
8.074208875877225688e-01 2.894878413866825428e-01 1.169255031086725349e+00 5.604382042669499020e-01
4.781760161096818007e-01 2.872654806169112618e-01 1.580115601598715447e+00 1.057375540303958195e+00
2.206615091003712725e-01 6.342299140289315851e-01 1.893872232906344877e+00 1.060252959788917204e+00
2.674007326008334684e-01 5.644693588191225242e-01 1.727766882653648084e+00 1.087676087736053399e+00
5.384383571053215078e-01 9.929272992154154487e-01 1.211017369479078454e+00 1.275836101776662401e+00
8.306671885428069668e-01 1.184299297153960762e+00 8.248706995510106665e-01 1.344793240253309596e+00
8.133339769029223065e-01 1.352176913034531136e+00 5.983921858899954316e-01 1.223520264950455516e+00
1.138551590061171126e+00 1.149840754323699699e+00 3.027799665884315927e-01 9.096592378562042835e-01
1.341767855594217851e+00 6.603332056369466407e-01 3.999600213629487255e-01 1.047765809141536053e+00
1.555500961526865122e+00 1.850633243390434890e-01 5.988063688207097002e-01 1.394260526662010058e+00
1.338963737127151887e+00 3.838512001403661111e-01 7.595080526986117686e-01 1.547099546264036674e+00
7.992459270251552894e-01 3.753342631010491703e-01 3.995924621019161793e-01 1.509633220597234038e+00
3.495991167623760942e-01 2.940669954485675142e-01 2.431649367893473634e-01 1.546206894342741167e+00
4.497131643229764775e-01 2.422229599600253247e-01 5.954487877894130143e-01 1.741589079073068369e+00
3.197281441094600996e-01 3.935129492867929790e-01 7.029254936968549750e-01 1.768679006589580105e+00
1.472018530400169833e-01 6.984126995117002634e-01 6.915713500563894778e-01 1.667668238625601651e+00
2.058373750070437158e-01 7.670441300116088712e-01 8.369777120530039749e-01 1.556230074897204885e+00
4.657818360119898027e-01 7.732526286908963931e-01 1.017228158886006817e+00 1.597436514873458613e+00
6.981801022621062502e-01 8.438315297385903246e-01 1.037599373926314517e+00 1.406643761958744410e+00
6.680923973378404268e-01 1.072609758886480469e+00 8.613003105584537966e-01 1.010863914166784561e+00
6.615463196753339492e-01 1.138047777785586190e+00 9.019433699616900002e-01 4.366025731676625998e-01
7.555636301925976461e-01 1.087951421964375109e+00 9.206237803983603474e-01 1.338958852483876083e-01
9.962654475586831815e-01 9.905381907073491643e-01 8.357744489062766124e-01 3.525029705759932797e-01
1.037534446123764331e+00 1.056514430256128012e+00 6.162463777960711653e-01 5.030160687510715212e-01
9.800559834577866614e-01 9.270515768854060701e-01 7.296541104844410652e-01 7.091027538804959285e-01
8.973553556148246013e-01 6.627160293026477245e-01 9.552577794963714730e-01 9.410772137268377246e-01
9.693823512641601692e-01 3.076422276238598985e-01 1.051345662927659852e+00 1.363466901521770192e+00
8.318142913736099597e-01 4.818914182990596262e-01 1.202170895235107340e+00 1.586629138571190145e+00
5.769662233661434492e-01 7.503527093894782896e-01 1.444542156717075532e+00 1.857512885476111375e+00
